Project_ID,State,District,Project_Type,Land_Required_Hectare,Land_Acquired_Hectare,Affected_Families,Displaced_Families,Sanction_Date,3A_Notification_Date,3D_Notification_Date,Award_Date,Payment_Date,Possession_Date,Compensation_Amount_Crore,RR_Amount_Crore,Compensation_Status,R&R_Progress_Percent,Legal_Disputes_Count,Possession_Status,Historical_Delay_Days,Risk_Score_0_100,Delay_Label,Data_Basis,date_issue
BHNV-01235,Rajasthan,Jodhpur,Irrigation,34.02,26.19,59,12,2018-01-13,2018-03-19,2018-06-26,2023-07-26,2024-01-02,2025-01-28,68.02,4.69,Partially paid,90.4,1,Partial possession,1414,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01241,Bihar,Gaya,Industrial Corridor,87.28,37.91,157,30,2020-04-10,2021-03-25,2022-09-07,2024-01-29,2024-07-06,2025-03-10,331.09,7.39,Pending,100.0,5,Pending,1274,68,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01245,Tamil Nadu,Chennai,National Highway,12.35,8.73,22,3,2023-03-02,2023-12-25,2024-08-03,2024-08-15,2024-12-07,2025-09-06,47.63,1.61,Mostly paid,85.6,0,Partial possession,155,22,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01247,Madhya Pradesh,Gwalior,Renewable Energy,26.38,9.54,48,8,2019-09-14,2019-11-07,2020-10-26,2021-01-14,2022-04-05,2023-03-10,71.43,2.66,Pending,100.0,2,Pending,399,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01248,Rajasthan,Ajmer,National Highway,23.62,13.33,35,3,2025-08-27,2027-11-07,2028-02-26,2032-02-25,2033-08-18,2034-04-29,70.52,3.66,Pending,100.0,0,Pending,2607,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01249,Rajasthan,Kota,National Highway,37.82,31.34,61,13,2019-08-11,2021-06-10,2022-03-13,2023-01-17,2023-06-02,2025-02-10,61.49,3.21,Mostly paid,92.4,2,Partial possession,1492,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01250,Madhya Pradesh,Ujjain,Industrial Corridor,61.61,42.82,130,27,2016-05-01,2017-12-02,2019-03-28,2022-03-01,2023-06-23,2024-12-23,170.65,12.16,Partially paid,100.0,3,Partial possession,2351,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01252,Maharashtra,Aurangabad,Irrigation,71.73,51.29,125,17,2024-11-23,2025-06-25,2027-02-21,2029-01-25,2029-02-15,2030-10-21,111.2,3.28,Partially paid,100.0,3,Partial possession,1452,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01253,Karnataka,Mysuru,National Highway,127.72,98.45,227,39,2025-04-22,2025-11-11,2028-06-30,2028-09-03,2029-04-25,2029-06-29,551.65,21.28,Partially paid,100.0,7,Partial possession,705,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01254,Tamil Nadu,Madurai,Industrial Corridor,7.2,5.24,14,4,2016-11-02,2017-12-30,2018-09-22,2022-07-16,2023-08-30,2024-12-26,12.28,0.8,Partially paid,100.0,0,Partial possession,2402,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01255,Maharashtra,Nashik,Railway,39.58,19.25,57,10,2019-01-17,2019-08-20,2020-03-11,2023-08-22,2024-12-05,2025-01-31,46.93,3.38,Pending,100.0,1,Pending,1054,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01256,Gujarat,Ahmedabad,Renewable Energy,22.09,17.68,35,5,2018-01-20,2018-11-26,2021-02-03,2021-10-04,2022-02-03,2022-09-09,55.84,2.71,Partially paid,93.7,0,Partial possession,776,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01260,Uttar Pradesh,Kanpur Nagar,National Highway,6.0,4.58,15,4,2021-02-23,2021-09-28,2021-11-20,2024-12-20,2026-01-05,2027-11-30,10.6,1.27,Partially paid,100.0,1,Partial possession,1897,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01263,Odisha,Sambalpur,Urban Development,15.08,10.92,24,5,2016-05-28,2016-12-29,2017-01-24,2019-07-26,2019-09-14,2020-08-11,38.33,1.91,Partially paid,84.7,0,Partial possession,387,42,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01264,Tamil Nadu,Chennai,Urban Development,12.89,9.36,17,1,2018-11-05,2020-05-31,2022-04-29,2025-02-07,2025-02-25,2026-05-18,11.18,1.34,Partially paid,100.0,0,Partial possession,1643,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01267,Rajasthan,Alwar,Renewable Energy,30.14,22.28,48,9,2018-02-19,2019-01-15,2020-01-12,2024-05-31,2025-10-10,2026-02-12,70.1,1.0,Partially paid,91.0,0,Partial possession,2411,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01278,Tamil Nadu,Coimbatore,Industrial Corridor,15.44,7.74,31,3,2017-03-18,2017-06-08,2019-05-11,2021-07-31,2021-08-20,2023-09-15,33.58,1.32,Pending,80.0,1,Pending,1864,65,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01279,Karnataka,Mangaluru,National Highway,30.82,22.37,64,13,2025-03-06,2026-07-23,2027-04-10,2027-11-21,2028-03-11,2029-08-28,38.33,2.42,Pending,99.8,1,Partial possession,937,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01280,West Bengal,Kolkata,Urban Development,33.26,22.1,53,9,2018-06-19,2019-01-08,2021-07-30,2022-05-14,2022-08-08,2023-06-12,90.98,6.12,Partially paid,97.3,1,Partial possession,875,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01281,Uttar Pradesh,Lucknow,Industrial Corridor,9.14,5.49,22,3,2016-10-27,2017-06-09,2019-07-13,2022-06-25,2023-09-14,2024-08-18,27.32,1.47,Partially paid,75.1,0,Pending,2019,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01282,Odisha,Bhubaneswar,Railway,22.23,13.14,38,8,2024-01-24,2024-09-20,2026-07-27,2029-03-26,2030-04-24,2030-11-17,96.7,3.23,Pending,100.0,2,Pending,1760,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01288,Gujarat,Rajkot,Industrial Corridor,29.62,26.66,37,9,2017-11-16,2018-11-11,2020-08-18,2020-08-23,2021-04-04,2021-08-03,68.59,1.44,Partially paid,85.0,1,Substantially complete,270,28,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01291,Odisha,Puri,Railway,13.88,6.83,34,4,2017-02-09,2018-02-02,2018-11-10,2022-11-24,2023-05-08,2024-11-11,31.82,3.32,Pending,82.2,0,Pending,2224,64,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01292,Karnataka,Mangaluru,Renewable Energy,51.8,28.99,79,8,2023-10-19,2023-12-16,2025-04-09,2025-07-31,2026-02-21,2027-08-10,212.92,2.86,Pending,100.0,0,Pending,553,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01293,Maharashtra,Pune,Urban Development,117.22,103.82,216,33,2016-08-31,2018-08-13,2019-08-23,2021-01-20,2022-03-17,2024-04-01,317.19,24.28,Mostly paid,98.1,4,Partial possession,2071,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01296,Karnataka,Mangaluru,Irrigation,16.27,14.54,39,9,2023-12-07,2025-02-26,2025-10-18,2026-01-21,2027-05-28,2027-07-10,72.71,4.1,Mostly paid,100.0,1,Partial possession,247,24,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01297,Tamil Nadu,Salem,Renewable Energy,34.57,23.24,67,9,2025-08-12,2026-02-16,2026-04-28,2026-10-26,2027-05-22,2028-11-24,109.52,3.23,Pending,90.7,0,Partial possession,264,37,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01299,West Bengal,Hooghly,National Highway,115.05,66.61,201,43,2020-05-24,2022-09-14,2024-07-21,2026-07-13,2026-09-06,2027-02-10,94.78,10.32,Pending,100.0,5,Pending,1732,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01300,Uttar Pradesh,Kanpur Nagar,Industrial Corridor,26.89,25.53,40,5,2017-03-08,2018-09-04,2019-02-20,2021-04-01,2022-04-20,2024-01-21,113.93,1.93,Mostly paid,99.6,2,Substantially complete,1714,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01302,Tamil Nadu,Coimbatore,Railway,21.87,13.99,37,11,2020-01-24,2021-11-28,2023-08-28,2025-12-21,2026-01-13,2027-09-12,26.1,2.76,Partially paid,100.0,2,Pending,2260,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01303,Gujarat,Rajkot,Urban Development,75.68,55.84,116,15,2023-09-07,2024-08-03,2027-11-26,2030-02-14,2030-09-19,2032-09-15,268.73,3.21,Partially paid,93.9,2,Partial possession,2595,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01305,Tamil Nadu,Chennai,Railway,169.0,137.48,319,64,2016-01-31,2017-12-19,2020-02-23,2020-10-06,2021-09-04,2023-10-19,641.21,19.78,Partially paid,84.7,8,Partial possession,2189,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01307,Gujarat,Surat,National Highway,9.36,2.95,15,0,2019-03-18,2020-02-25,2021-10-21,2025-02-02,2026-06-07,2026-11-09,11.77,1.63,Pending,89.5,1,Pending,1878,70,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01309,Karnataka,Bengaluru Urban,Irrigation,14.39,13.17,30,4,2019-07-20,2020-07-11,2023-08-19,2025-10-29,2026-10-18,2028-02-09,36.33,3.16,Partially paid,100.0,0,Substantially complete,2056,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01310,Rajasthan,Ajmer,Renewable Energy,15.34,14.83,19,4,2023-12-21,2024-10-21,2027-09-29,2030-03-17,2031-07-06,2031-10-24,65.45,2.13,Mostly paid,95.1,1,Substantially complete,1908,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01311,Odisha,Bhubaneswar,Industrial Corridor,12.48,9.1,23,6,2025-06-18,2027-07-03,2029-05-27,2029-11-09,2030-12-29,2032-02-24,36.06,1.79,Partially paid,100.0,0,Partial possession,1894,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01312,Maharashtra,Pune,Railway,94.49,89.02,180,33,2021-03-18,2022-07-12,2023-05-31,2023-09-19,2024-10-08,2025-02-17,340.99,21.09,Mostly paid,98.6,2,Substantially complete,857,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01317,Rajasthan,Jodhpur,Irrigation,17.05,9.8,31,5,2023-10-23,2024-07-24,2024-07-24,2025-12-29,2027-06-15,2029-06-11,22.57,2.74,Pending,100.0,2,Pending,1028,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01318,Maharashtra,Thane,National Highway,45.39,19.02,95,22,2022-09-21,2023-04-02,2023-08-25,2025-11-30,2026-09-13,2027-07-02,82.42,9.17,Pending,78.5,2,Pending,810,68,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01319,Tamil Nadu,Coimbatore,Railway,9.29,7.18,19,2,2025-05-11,2026-11-18,2028-01-28,2031-01-07,2031-10-01,2032-10-10,26.73,2.06,Partially paid,100.0,0,Partial possession,1827,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01320,West Bengal,Bardhaman,Railway,291.18,174.01,474,89,2019-10-22,2019-11-21,2021-09-30,2025-05-22,2026-06-14,2027-07-03,666.67,40.29,Pending,98.4,14,Pending,2216,65,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01329,West Bengal,Kolkata,Irrigation,7.72,2.68,13,4,2021-12-01,2022-08-12,2022-12-30,2026-06-26,2027-09-24,2029-06-11,14.51,0.53,Pending,90.8,0,Pending,1762,69,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01330,West Bengal,Bardhaman,Renewable Energy,45.36,29.56,96,17,2019-06-15,2019-10-27,2020-12-07,2023-03-15,2023-05-09,2023-06-13,80.81,3.84,Pending,100.0,2,Partial possession,462,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01331,West Bengal,Hooghly,Urban Development,56.82,27.35,99,18,2024-08-31,2026-09-17,2027-02-11,2030-06-27,2031-03-26,2033-04-07,75.21,6.51,Pending,86.5,5,Pending,2510,66,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01332,Odisha,Puri,National Highway,8.04,5.7,11,1,2016-09-16,2018-09-13,2019-06-03,2021-08-08,2022-11-16,2024-02-06,17.65,0.43,Partially paid,100.0,0,Partial possession,1798,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01333,Uttar Pradesh,Prayagraj,Railway,22.04,20.76,38,5,2024-09-13,2024-12-16,2025-01-21,2028-10-24,2028-12-25,2030-09-16,59.71,1.47,Partially paid,100.0,1,Substantially complete,1026,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01335,Bihar,Gaya,Railway,54.6,34.52,99,21,2022-10-06,2023-11-11,2024-03-26,2028-05-29,2028-10-29,2029-12-10,183.28,2.2,Pending,100.0,1,Pending,1556,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01336,Karnataka,Bengaluru Urban,Renewable Energy,20.18,15.57,28,4,2016-11-30,2017-07-24,2020-11-18,2021-08-05,2022-03-09,2023-12-07,20.07,2.16,Partially paid,100.0,1,Partial possession,1366,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01339,Tamil Nadu,Chennai,National Highway,7.05,4.3,15,2,2016-09-27,2017-03-17,2017-10-22,2021-01-28,2021-10-02,2023-07-10,11.88,0.5,Partially paid,100.0,1,Pending,1607,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01344,Maharashtra,Nagpur,Industrial Corridor,35.81,26.69,67,13,2023-03-26,2025-07-21,2027-08-06,2028-06-17,2028-12-23,2030-05-22,113.83,1.52,Partially paid,96.4,2,Partial possession,1554,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01346,Maharashtra,Thane,Industrial Corridor,16.55,15.44,24,2,2018-10-06,2020-11-13,2021-02-22,2021-08-29,2022-11-19,2024-02-10,17.68,1.04,Partially paid,100.0,0,Substantially complete,1379,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01349,Madhya Pradesh,Gwalior,National Highway,23.72,15.6,36,5,2025-07-25,2026-07-14,2028-03-01,2030-07-05,2030-09-15,2032-03-22,106.61,0.85,Pending,97.4,1,Partial possession,1512,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01354,Karnataka,Mysuru,Irrigation,25.21,21.64,53,10,2023-09-16,2025-04-14,2025-08-04,2025-12-12,2026-07-15,2027-03-16,50.56,2.74,Partially paid,100.0,0,Partial possession,610,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01358,Madhya Pradesh,Ujjain,Irrigation,52.29,37.44,87,14,2024-10-16,2025-12-01,2027-04-15,2029-01-08,2030-05-25,2032-02-15,86.63,6.65,Pending,100.0,1,Partial possession,1501,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01362,Rajasthan,Jodhpur,Renewable Energy,23.39,16.12,31,8,2025-07-10,2025-09-25,2026-02-03,2029-01-17,2029-04-11,2030-09-15,70.5,2.92,Partially paid,100.0,1,Partial possession,1102,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01363,Odisha,Bhubaneswar,National Highway,12.06,10.93,19,3,2018-02-08,2018-10-26,2019-05-18,2019-05-18,2020-04-10,2021-12-07,14.92,1.47,Partially paid,98.8,0,Substantially complete,283,27,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01364,Maharashtra,Aurangabad,Railway,246.44,209.29,442,78,2021-11-11,2023-07-12,2023-10-11,2028-01-12,2029-04-01,2029-10-07,903.13,29.04,Partially paid,90.1,17,Partial possession,1765,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01365,Madhya Pradesh,Indore,Renewable Energy,15.01,6.41,25,3,2021-03-22,2022-08-10,2023-05-08,2024-04-07,2025-05-08,2026-10-25,65.63,0.7,Pending,88.9,1,Pending,884,66,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01373,Karnataka,Bengaluru Urban,Renewable Energy,8.72,6.83,16,3,2016-08-18,2017-01-25,2017-06-22,2020-02-25,2021-06-15,2021-10-01,32.51,1.3,Partially paid,100.0,0,Partial possession,973,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01374,Odisha,Bhubaneswar,Urban Development,78.07,46.3,148,26,2023-03-14,2024-12-02,2026-03-29,2027-04-19,2028-11-08,2030-06-24,337.0,10.89,Pending,100.0,1,Pending,2104,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01376,Tamil Nadu,Chennai,Urban Development,36.71,32.18,67,8,2019-04-17,2020-05-24,2022-07-14,2023-03-03,2023-11-03,2024-05-13,68.53,3.59,Partially paid,100.0,2,Partial possession,881,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01380,West Bengal,Bardhaman,Urban Development,62.3,54.6,89,10,2021-03-06,2022-04-26,2023-03-24,2023-05-28,2024-05-23,2025-03-28,245.54,10.43,Partially paid,97.3,1,Partial possession,600,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01381,Odisha,Bhubaneswar,Railway,84.15,75.0,140,20,2024-11-06,2026-09-24,2028-06-16,2031-03-31,2032-03-28,2032-11-28,294.71,10.18,Mostly paid,100.0,4,Partial possession,2216,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01382,Odisha,Bhubaneswar,Railway,143.15,53.98,265,43,2025-07-30,2026-07-30,2028-11-08,2030-12-16,2031-06-08,2032-02-13,621.65,23.87,Pending,100.0,5,Pending,1215,67,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01384,Karnataka,Bengaluru Urban,Irrigation,13.62,11.84,22,4,2024-06-30,2024-11-23,2025-10-28,2030-05-12,2031-01-03,2032-05-18,30.07,2.6,Partially paid,100.0,0,Partial possession,2114,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01386,Madhya Pradesh,Bhopal,National Highway,92.78,67.24,177,21,2023-08-06,2025-05-25,2026-04-15,2030-01-18,2031-03-04,2032-09-07,97.95,13.9,Partially paid,77.9,1,Partial possession,2750,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01387,Madhya Pradesh,Bhopal,Urban Development,15.27,11.5,31,5,2025-10-26,2027-05-16,2027-08-11,2031-04-14,2031-10-12,2033-12-18,40.37,1.55,Partially paid,98.8,2,Partial possession,2385,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01389,Madhya Pradesh,Indore,Railway,15.61,13.27,25,4,2020-10-29,2022-04-07,2024-01-04,2026-08-26,2027-01-25,2027-03-19,22.25,2.39,Mostly paid,90.8,2,Partial possession,1757,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
